review_text,sentiment,review_length
"beware: this is not a trashy cult movie, this is trash -period",0,62
i can't believe there's even a sequel to this,0,45
which is precisely why i am giving it such a bad review,0,55
"being a 90's child, i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical wb cartoons.",1,140
"but ""tiny toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.",1,119
the memories are murky but i can only say that i enjoyed every single episode and product related to the show.,1,110
"easily, none other cartoon made me laugh in a tender way .",1,58
the characters were all funny and had the peculiarity of not having a true lead character.,1,90
every single character was hilarious and deserved to be called a lead.,1,70
"every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.",0,116
"her lines seem to have been written by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.",0,175
perabo has a nice energy level and is obviously very comfortable in front of a camera.,1,86
there is simply no excuse for something this poorly done.,0,57
i saw this movie and i thought this is a stupid movie.,0,54
what is even more stupid is that who had thought an idea that there should be a volcano in los angeles?,0,103
"to be honest with you, this is unbelievable nonsense and very foolish.",0,70
"in conclusion, i will not bother with this movie because a volcano in los angeles is nothing but nonsense.",0,106
the story line is just awful,0,28
it's just painful,0,17
and the accents are absolutely abysmal,0,38
there's also enough hypocrisy in this film to make me vomit.,0,60
don't waste your time watching this rubbish non-researched film.,0,64
i believe that pitch black was done well.,1,41
"the characters are interesting and you want to find out more about them the longer the movie goes on, and i think people will be surprised by who does and doesn't make it.",1,171
go watch it,1,11
omit watching this.,0,19
very funny,1,10
my rating: just 3 out of 10.,0,28
the characters are interesting and you really care for them.,1,60
"an instant classic, with a great soundtrack and a catchy song during the ending credits.",1,88
don't miss it.,1,14
"this is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of london and the outward tranquillity of a welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.",1,477
"a mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances .",1,146
"but above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.",1,213
"it's as continuously beautiful to look at as a bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.",1,170
the basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.,0,100
"regardless, the film fails on most levels.",0,42
avoid at all costs.,0,19
"i saw this film over christmas, and what a great film it was",1,60
i thought errol flynn was brilliant as custer and has since become my favourite actor,1,85
his acting alongside olivia de havilland was brilliant and the ending was fantastic,1,83
"i had always known that errol flynn was a brilliant actor as he was my dads favourite actor, and i grew up watching his films as a child.",1,137
but it wasn't until i watched this film that i realised how great he actually was.,1,82
i'll give this film 10 out of 10,1,32
"i know that jim o'connor was very energetic and that nobody could be as much as him, but george was well dull.",0,110
"he really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.",0,114
"lovely little thriller from hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.",1,176
"jimmy stewart is as ever a great hero for hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of hitchcock's black and white, low-budget original.",1,202
nevertheless yet another wonderful film from the great master's stable.,1,71
i have to say that this film was excellently produced and tops the ratings as a typical sci fi film,1,99
excellently produced by one of sci-fi's best producers scot vandiver ,1,69
"but it is entertaining, nonetheless.",1,36
it's a campy sort of film that's a joy to watch.,1,48
there's barely a boring moment in the film and there are plenty of humorous parts.,1,82
the cast is always entertaining as usual.,1,41
"overall, a delight",1,18
"this movie is so mind-bendingly awful, it couldn't have even been created.",0,74
the film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & i say that as an insulin dependant diabetic myself.,0,176
the least said about the acting the better.,0,43
this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south africa.,1,123
i believe every one should see this movie as i think few people outside of south africa understand its past and what is being attempted in the truth and reconciliation process.,1,176
nothing short of magnificent photography/cinematography in this film.,1,69
"the acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. a must rent, view, or see.",1,133
don't be afraid of subtitles........ its worth a little aversion therapy 10/10,1,78
excellent performance.,1,22
there still are good actors around,1,34
also great directing and photography.,1,37
"very true to shakespear, and a 'must' for all shakespear fans.",1,62
"macbeth he gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.",1,108
"helen baxendale is a very credible lady macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.",1,176
"if you love death and decay, and shakespears lyrics... this is the one.",1,71
"this is a witty and delightful adaptation of the dr seuss book, brilliantly animated by upa's finest and thoroughly deserving of its academy award.",1,147
"special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.",1,169
"however paul schrader has indeed made a film ""about"" mishima that is both superb & complex.",1,91
also notable is john bailey's fine crisp beautifully colored cinematography and the great production design & costumes by eiko ishioka who went on to do the memorable costumes for coppola's dracula for which she received a well deserved oscar.,1,243
"even allowing for poor production values for the time , this is baaaaaad.",0,73
"unless you're just out to visually ""collect"" all extant films of austen's work, you can skip this one.",0,102
"if you do watch it, however, there are small consolations: the actresses playing anne's sisters each do a wonderful job with their roles.",1,137
it is not good.,0,15
"speaking of the music, it is unbearably predictably and kitchy.",0,63
then the film just dropped the ball.,0,36
this is a stunning movie.,1,25
raw and sublimely moving.,1,25
"it felt like a very gripping, intelligent stage play  which plays on everyone's terror of a white lie escalating to monstrous consequences.",1,139
all of the main players are mesmerising.,1,40
tom wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.,1,167
julian fellowes has triumphed again.,1,36
he's a national treasure.,1,25
go and see it,1,13
this is an excellent film.,1,26
the aerial scenes were well-done.,1,33
it was also the right balance of war and love.,1,46
"the film gives meaning to the phrase, ""never in the history of human conflict has so much been owed by so many to so few.",1,121
kris kristoffersen is good in this movie and really makes a difference.,1,71
a good film by a great director,1,31
this is definitely one of the better documentaries i have seen looking at family relationships and marriage.,1,108
"there are many continuity errors: one other user commented on different cars in the garage, joe's glasses...the one that got to me the most was the fact joe's facial hair configuration seemed to change from scene to scene.",0,222
this is just a great movie.,1,27
10 out of 10 stars.,1,19
i can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.,0,102
it's so bad it's actually worth seeing just for that reason.,0,60
punishment park is a brilliant piece of cinema.,1,47
"shot in the southern california desert using his patent faux documentary style, watkins creates a film like no other.",1,117
this is one of peter watkins most accessible films.,1,51
i advise you to look out for it.,1,32
you wont regret it,1,18
highly recommended a+,1,21
well... just if you keep thinking how bad it is.,0,48
"it's a mediocre, miserable, hollow, laughable and predictable piece of garbage.",0,79
it's a case of 'so bad it is laughable'.,0,40
") very bad performance plays angela bennett, a computer expert who is at home all the time.",0,91
"it is a film about nothing, just a pretext to show ridiculous action scenes.",0,76
how awful she is,0,16
"but she is still a bad actress, repeating her robotic face moves in each of her pictures.",0,89
"the results, well, are a shame.",0,31
delete this film from your mind,0,31
one of the worst shows of all time.,0,35
the show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.,0,114
"the fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???",0,100
never heard of any of them except cole who was totally unbelievable in the part.,0,80
"every time he opened his mouth you expect to hear, ""you see kids..."" pulling the plug was a mercy killing for this horrible show.",0,129
the stories were as unbelievable as the actors.,0,47
lame would be the best way to describe it.,0,42
"stanwyck and morgan are perfectly cast in what is, in many ways, a modern equivalent of dickens' christmas carol in its sensibility.",1,132
the success of the film depends on the casting of sydney greenstreet as the alexander yardley character.,1,104
the attractive set used throughout most of the film is an eye-pleasing gem.,1,75
"im big fan of rpg games too, but this movie, its a disgrace to any self-respecting rpger there is.",0,98
"the lines, the cuts, the audio, everything is wrong.",0,52
you can find better movies at youtube.,0,38
"top line: don't waste your time and money on this one, its as bad as it comes.",0,78
"a lassie movie which should have been ""put to sleep"".... forever.",0,65
that's how i'd describe this painfully dreary time-waster of a film.,0,68
"so mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies i've seen.",0,130
"it isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.",0,86
"it's an empty, hollow shell of a movie.",0,39
"seriously, it's not worth wasting your, or your kid's time on.",0,62
"avoid, avoid, avoid",0,19
it will drive you barking mad,0,29
the transfers are very good.,1,28
very nice and relaxing late night viewing.,1,42
the movie is full of wonderful dancing (hence the title,1,55
") some great music, and terrific scenery.",1,41
"it handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here",1,95
") a happy, wonderful, feel good ending",1,38
"the point is the journey, a journey that touches every member of the family.",1,76
it's one of the movies i need to see whenever it comes on tv...never mind the fact that i already have it memorized,1,115
nothing new there.,0,18
that was done in the second movie.,0,34
the movie has almost no action scenes in it and very little comedy.,0,67
the plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.,0,115
what on earth is irons doing in this film?,0,42
i just saw this film and i recommend it.,1,40
"it has a very good plot, it holds your complete attention, the acting is superb, tom wilkinson was fantastic and emily watson was also very good.",1,145
"a very good film indeed, about great and unconditional love.",1,60
"tom wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.",1,250
"emily watson's character is very strong, and she has only to give a quick glance and you understand everything.",1,111
"despite the pans of reviewers, i liked this movie.",1,50
"in fact, i liked it better than interview with a vampire and i liked this lestat  better than cruise's attempt.",1,111
"aailiyah was pretty good as akasha, in places compelling .",1,58
"i'm a big fan of this series mostly due to anne rice's style, sensitivities and treatments.",1,91
i guess i liked the details of his dysfunction--he was believable.,1,66
the football scenes at the end were perplexing.,0,47
but i thought his acting was skilled.,1,37
meredith m was better than all right.,1,37
a very charming film with wonderful sentiment and heart.,1,56
it is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.,1,164
nine out of ten for a truly lovely film.,1,40
this early film from future goremeister lucio fulci is a very good addition to the giallo sub-genre.,1,100
this is one of the best italian thrillers of the early 70's.,1,60
a standout scene.,1,17
this scene is very strong and unpleasant.,0,41
"technically, the film is well made with impressive camera-work, solid acting and effective music from riz ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.",1,226
it's still wild stuff though and is highly recommended to fans of giallo cinema.,1,80
the movie was very interesting from beginning to the end.,1,57
i liked the way dustin hoffman's character was ready to do just about everything to stay with his son.,1,102
this movie is also revealing.,1,29
"personally, i think it shows that people should learn to find a compromise them self without involving other people into issue.",1,127
and it was boring.,0,18
"i am so tired of clichés that is just lazy writing, and here they come in thick and fast.",0,89
ps the only scene in the movie that was cool is when the central character finds her room blown up.,1,99
"it's a fresh, subtle, and rather sublime effect.",1,48
"an italian reviewer called this ""a small, great film,"" and that's right.",1,72
"all the actors give a wonderful performance, especially jennifer rubin as jamie harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.",1,201
"you learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.",1,114
"the movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.",1,130
also the music by mark snow is possibly the best score i've ever heard.,1,71
you won't forget this movie,1,27
why was this film made?,0,23
the film has an ultra-cheap look to it.,0,39
the result is a film that just don't look right.,0,48
none of them are engaging or exciting.,0,38
the plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.,0,93
the foreigner is not worth one second of your time.,0,51
"i saw it as a child on tv back in 1973, when it was ""the stranger"" and i loved it.",1,82
but the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the cold war and the astronaut's biggest fear is that he has crashed in the ussr.,1,235
this movie is so awesome,1,24
"i loved it, it was really scary.",1,32
i love the scream movies and all horror movies and this one ranks way up there.,1,79
if you want a real scare rent this one,1,38
10/10,1,5
this is an extraordinary film.,1,30
"as a courtroom drama, it's compelling, as an indictment on the american justice system, it's frightening.",1,105
"this film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.",1,167
"the film is well paced, understated and one of the best courtroom documentaries i've seen.",1,90
this mostly routine fact-based tv drama gets a boost from the fine performance by cole.,1,87
"predictable, but not a bad watch.",1,33
it was clear that she had the range and ability to pull off this part.,1,70
she carries the movie well.,1,27
constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.,1,132
"it is wonderful and inspiring to watch, and i hope that it gets released again on to video or dvd.",1,98
"how this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's all wrong.",0,148
"in fact, this stinker smells like a direct-to-video release.",0,60
avoid at all costs,0,18
star trek v the final frontier is the worst in the series.,0,58
"the acting from all involved and that includes those like shatner and nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when spock has to rescue kirk on a jet pack when he falls down from a mountain.",0,267
the attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a vulcan stealing the enterprise to find god  i just didn't care about any of this film and oh not to mention uhura does a belly dance to distract male guards.,0,272
the only place good for this film is in the garbage.,0,52
the worst one of the series.,0,28
editing: the editing of this film was phenomenal in my opinion.,1,63
"when a song could explain the emotions of the subjects better, such as when jay adams' unfortunate life was a subject of talk, the song old man by neil young was played, which evokes many emotions.",1,197
cinematography: the film was shot in an interesting way.,1,56
"of course the footage from the 70s was grainy, but that only enhanced the film.",1,79
this film offers many delights and surprises.,1,45
"when achille and philippa beautifully sing a duet from ""don giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.",1,181
the story unfolds in 18th century jutland and the use of period music played on period instruments is just one more fine touch.,1,127
you share general loewenhielm's exquisite joy in his partaking of the cailles en sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.,1,185
but this understated film leaves a lasting impression.,1,54
the warmth it generates is in contrast to its austere backdrop.,1,63
you will leave the theater wanting to go out and dance under the stars.,1,71
"the acting, as you'd expect from this cast, is top notch.",1,57
"the characters are fleshed out surprisingly well, particularly grimes and blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.",1,241
"angus scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist doctor quinn.",1,147
conclusion - i loved it.,1,24
it's a long time since i was so entertained by a movie.,1,55
i struggle to find anything bad to say about it.,1,48
"mark my words, this is one of those cult films like evil dead 2 or phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.",1,170
"it's pretty surprising that this wonderful film was made in 1949, as hollywood generally had its collective heads in the sand concerning black and white issues at that time.",1,173
"the film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.",1,243
"plus, with the movie's rather modest budget and fast running time, it does an amazing job",1,89
juano hernandez  is a proud black man who is accused of murdering a white man in the south.,1,91
trumbull on i love lucy).,1,25
see it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.,1,140
see both films if you can.,1,26
"it was that year, however, that reminded us that huston was still at the top of his game as evinced by his faithful adaptation of james joyce's acclaimed novella ""the dead.",1,172
"feelings, thoughts...gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in huston's portrayal.",1,153
very disappointed and wondered how it could be in the oscar shortlist.,0,70
it's very slow.,0,15
lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.,0,150
) don't waste your time.,0,24
end of days is one of the worst big-budget action movies i've ever seen.,0,72
he surely doesn't know how to make a coherent action movie from the screenwriter of air force one who was only obliged to write the script just for a big sum of money.,0,167
this was one of the worst films i have ever seen.,0,49
i'm still trying to get over how bad it was.,0,44
this movie is possibly one of the most creative works of horror ever.,1,69
"it has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... if you're looking for the be-all, end-all of brainsucking movies, look no further.",1,197
"with great sound effects, and impressive special effects, i can't recommend this movie enough.  	1
call me a nut, but i think this is one of the best movies ever.  	1
great character actors telly savalas and peter boyle.  	1
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of good lord, what were they thinking?  	0
lots of holes in the script.  	0
it's like a bad two hour tv movie.  	0
now imagine that every single one of those decisions was made wrong.  	0
the dialogue is atrocious.  	0
the acting is beyond abysmal.  	0
everything stinks.  	0
trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	0
worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	0
it's dumb and pointless, and a complete waste of time.  	0
in short, don't bother with this movie.  	0
i won't spoil it, but the ending in pretty amazing.  	1
the best scene in the movie is at the end, but i won't spoil it.  	1
if there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it  	1
the result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
a film not easily forgotten.  	1
but, kevin spacey is an excellent, verbal tsunami as buddy ackerman  and totally believable because he is a great actor.  	1
the scripting of the subtle comedy is unmatched by any movie in recent years.  	1
the characters are interesting, even if a bit predictable.  	1
highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular  	1
great movie  	1
also the story and acting were weak.  	0
at around 4 pm i bought it, at around 8pm i started to watch, at around 8.15pm i fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
either way, it sucks.  	0
the script is horrendously stupid.  	0
the story starts too fast with absolutely no suspense or build-up in the slightest.  	0
everything captain howdy says is either laughable or just plain stupid.  	0
what the hell kind of crap is that?  	0
then, there's the plot holes.  	0
you could drive a semi truck into these holes  	0
linda cardellini is the only thing good in this film.  	1
she's poised and amazing.  	1
dee snider just plain sucks.  	0
he can't act , he can't write (did he write this damn movie in his sleep?  	0
i was bored throughout the whole damn thing.  	0
the acting sucks, the music sucks, the script sucks, the pacing sucks, the special fx suck, the directing sucks... basically, this movie sucks.  	0
this film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	0
this is probably one of the least effective and utterly unoriginal films i have ever seen in my entire life.  	0
a piece of cinematic garbage captured on celluloid.  	0
avoid at any and all costs.  	0
at any rate this film stinks, its not funny, and fulci should have stayed with giallo and supernatural zombie movies.  	0
avoid this film at all costs.  	0
i don't know what happened in season five, what a mess.  	0
the only consistent thread holding the series together were the amazing performances of leni parker and anita laselva as the two taelons in quiet idealogical conflict.  	0
now this is a movie i really dislike.  	0
it's one of the most boring horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
the puppets look really cheesy , not in a good way like in the puppet master 80's flicks.  	0
the story is lame, not interesting and never really explains the sinister origins of the puppets.  	0
there aren't death scenes like in previous movies and the f/x are terrible.  	0
i felt asleep the first time i watched it, so i can recommend it for insomniacs.  	0
the fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
the best part about nurse betty"" is it's unpredictability.",1,4429
"director neil labute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.",1,180
"otherwise, don't even waste your time on this.",0,46
this one just fails to create any real suspense.,0,48
"as for the killer, don't expect anything original or even remotely frightening.",0,79
"there is, however, some pretty good acting .",1,44
i'm so sorry but i really can't recommend it to anyone.,0,55
"one of the most boring,pointless movies i have ever seen.",0,57
the secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.,0,100
hated it.,0,9
this is one of the worst sandra bullock movie since speed 2 but not quite that bad.,0,83
"i don't understand how this garbage got on the shelves of the movie store, it's not even a real movie",0,101
i highly doubt that anyone could ever like this trash.,0,54
this is not movie-making.,0,25
"the acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.",0,103
"so i am here to warn you--do not rent this movie, it is the dumbest thing you have never seen",0,93
i saw this short film on hbo the other day and absolutely loved it.,1,67
i didn't realize how wonderful the short really is until the last two scenes.,1,77
excellent short film.,1,21
"hopefully, the director james cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.",1,137
"i agree with jessica, this movie is pretty bad.",0,47
"characters are one-dimensional, even the good guys and especially the bad guys.",0,79
the story line is totally predictable.,0,38
"not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.",1,109
i've seen soap operas more intelligent than this movie.,0,55
"bad characters, bad story and bad acting.",0,41
really awful.,0,13
not easy to watch.,0,18
"funny, clever, hip - just like pray's previous film, hype",1,57
it was a long time that i didn't see a so charismatic actor on screen.,1,70
paolo sorrentino has written a wonderful story about loneliness and tony has built one of the most unforgettable characters seen in movies in recent years.,1,155
the movie is not completely perfect but 'titta di girolamo' will stay with you for a long time after the vision of the movie.,1,125
i rate this movie 9/10.,1,23
"i do not know if this was emilio estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character estevez plays all suggest a natural eye.",1,227
the interplay between martin and emilio contains the same wonderful chemistry we saw in wall street with martin and charlie.,1,124
"kathy bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""at play in the fields of the lord"".",1,144
for readers who have already seen one of miyazaki's films: he is still in top form and made another worthwhile experience.,1,122
"it never condescends, all the characters have good genuine hearts and believable problems.",1,90
the two main characters may be two of the most believable children i ever saw put on screen.,1,92
"they are so easy to love, but even more easy to identify with.",1,62
this movie is great--especially if you enjoy visual arts.,1,57
the scenery that the two daughters paint and photograph are beautiful.,1,70
the story is also both funny and poignant at times.,1,51
"people who like european films and ""art movies"" will like this movie.",1,69
this is truly an art movie--it actually has a lot of art in it.,1,63
go rent it.,1,11
"however, after finally watching this film, i realized that not only had i had a closed mind to the brilliance it depicts, i also found myself watching it over and over again.",1,174
"it's the one movie that never ceases to interest me, simply because it keeps me alert, as i try to attempt to decipher it's meanings.",1,133
brilliance indeed.,1,18
"but if you liked movies like the matrix  i think you'll appreciate the thought provoking, mindblowing experience this film will give you.",1,137
think of the film being like a dream.,1,37
simply beautiful.,1,17
both rickman and stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.,1,139
"it's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.",1,88
it presents a idyllic yet serious portrayal of the ups and downs of the characters lives.,1,89
"just whatever you do, avoid ""groove"" as its the antithesis of all that is good about human traffic.",0,99
"it's too bad that everyone else involved didn't share crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.",0,175
the movie seemed a little slow at first.,0,40
but it picked up speed and got right to the point.,1,50
"it showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".",1,107
i enjoyed it.,1,13
i have recommended it to friends.,1,33
i was particularly pleased with the acting ability of dwight schultz.,1,69
"both actors truly understand and become their particular character, delivering a convincing, sincere performance.",1,113
"their on-screen chemistry, critical to the entire film, is genuine.",1,67
"the film's dialogue is natural, real to life.",1,45
"the writer, gorman bechard, undoubtedly did his homework because all references are industry and character-age appropriate.",1,123
the incredible soundtrack truly captures the essence of the film.,1,65
"each track commands sentiment, actually contributing to the scenes and characters.",1,82
definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.,1,126
"hayao miyazaki's latest and eighth film for studio ghibili, ""gake no ue no ponyo""  is a wonderfully fun and imaginative look at childhood.",1,138
"at a time when it seems that film animation has been dominated by disney/pixar's cgi masterpieces, it is both refreshing and comforting to know that miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.",1,255
enough can not be said of the remarkable animation in this film.,1,64
the art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.,1,100
"if you act in such a film, you should be glad that you're gonna drift away from earth as far as possible",0,104
"this one wants to surf on the small wave of space movies in 1998 , and this one fails everywhere.",0,97
if you haven't choked in your own vomit by the end  you've must have bored yourself to death with this waste of time.,0,117
"still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.",1,123
"just consider the excellent story, solid acting and look of the film as added bonuses.",1,86
"instead, we got a bore fest about a whiny, spoiled brat babysitting.",0,68
then i watched it again two sundays ago  and i began to really enjoy it and this time i taped the entire thing.,1,111
it is a very well acted and done tv movie.,1,42
judith light is one of my favorite actresses and i think she does a superb job in this film,1,91
i keep watching it over and over.,1,33
"it's a sad movie, but very good.",1,32
"if you have not seen this movie, i definitely recommend it",1,58
"she is as lovely as usual, this cutie",1,37
still it's quite interesting and entertaining to follow.,1,56
;) recommend with confidence,1,28
this movie is well-balanced with comedy and drama and i thoroughly enjoyed myself.,1,82
it was a riot to see hugo weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming darren .,1,148
":) anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.",1,76
"the opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.",1,108
fans of the genre will be in heaven.,1,36
lange had become a great actress.,1,33
it looked like a wonderful story.,1,33
i never walked out of a movie faster.,0,37
i just got bored watching jessice lange take her clothes off,0,60
"unfortunately, any virtue in this film's production work was lost on a regrettable script.",0,90
"in a word, it is embarrassing.",0,30
exceptionally bad,0,17
all in all its an insult to one's intelligence and a huge waste of money.,0,73
wow... loved this place.,1,24
crust is not good.,0,18
not tasty and the texture was just nasty.,0,41
stopped by during the late may bank holiday off rick steve recommendation and loved it.,1,87
the selection on the menu was great and so were the prices.,1,59
now i am getting angry and i want my damn pho.,0,46
honeslty it didn't taste that fresh.),0,37
the potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0,111
the fries were great too.,1,25
a great touch.,1,14
service was very prompt.,1,24
would not go back.,0,18
the cashier had no care what so ever on what i had to say it still ended up being wayyy overpriced.,0,99
"i tried the cape cod ravoli, chicken,with cranberry...mmmm",1,58
i was disgusted because i was pretty sure that was human hair.,0,62
i was shocked because no signs indicate cash only.,0,50
highly recommended.,1,19
waitress was a little slow in service.,0,38
"this place is not worth your time, let alone vegas.",0,51
did not like at all.,0,20
the burrittos blah,0,18
"the food, amazing.",1,18
service is also cute.,1,21
i could care less... the interior is just beautiful.,1,52
so they performed.,1,18
that's right....the red velvet cake.....ohhh this stuff is so good.,1,67
- they never brought a salad we asked for.,0,42
"this hole in the wall has great mexican street tacos, and friendly staff.",1,73
"took an hour to get our food only 4 tables in restaurant my food was luke warm, our sever was running around like he was totally overwhelmed.",0,141
the worst was the salmon sashimi.,0,33
"also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1,83
this was like the final blow,0,28
i found this place by accident and i could not be happier.,1,58
"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",0,115
"overall, i like this place a lot.",1,33
the only redeeming quality of the restaurant was that it was very inexpensive.,1,78
ample portions and good prices.,1,31
"poor service, the waiter made me feel like i was stupid every time he came to the table.",0,88
my first visit to hiro was a delight,1,36
service sucks.,0,14
the shrimp tender and moist.,1,28
there is not a deal good enough that would drag me into that establishment again.,0,81
hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0,147
"on a positive note, our server was very attentive and provided great service.",1,77
"frozen pucks of disgust, with some of the worst people behind the register.",0,75
the only thing i did like was the prime rib and dessert section.,1,64
it's too bad the food is so damn generic.,0,41
"the burger is good beef, cooked just right.",1,43
if you want a sandwich just go to any firehouse,1,47
"my side greek salad with the greek dressing was so tasty, and the pita and hummus was very refreshing.",1,102
we ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1,98
he came running after us when he realized my husband had left his sunglasses on the table.,1,90
their chow mein is so good,1,26
"they have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0,112
the portion was huge,1,20
"loved it...friendly servers, great food, wonderful and imaginative menu.",1,72
